"","Vendedor","Data","Distância total percorrida (Em km)"
"12397","A723","2021-08-20",0
"12398","A724","2021-08-20",0
"12399","A725","2021-08-20",0
"12400","A727","2021-08-20",0
"12401","A728","2021-08-20",0
"12402","A729","2021-08-20",0
"12403","A730","2021-08-20",0
"12404","A732","2021-08-20",0
"12405","A733","2021-08-20",0
"12406","A736","2021-08-20",0
"12407","A738","2021-08-20",0
"12408","A739","2021-08-20",0
"12409","A740","2021-08-20",0
"12410","A741","2021-08-20",0
"12411","A742","2021-08-20",0
"12412","A744","2021-08-20",0
"12413","A745","2021-08-20",0
"12414","A748","2021-08-20",0
"12415","A750","2021-08-20",0
"12416","A751","2021-08-20",0
"12417","A756","2021-08-20",0
"12418","A785","2021-08-20",0
"12419","A786","2021-08-20",0
"12420","A793","2021-08-20",0
"12421","A796","2021-08-20",0
"12422","A797","2021-08-20",0
"12423","A798","2021-08-20",0
"12424","A801","2021-08-20",0
"12425","A802","2021-08-20",0
"12426","A804","2021-08-20",0
"12427","A838","2021-08-20",0
"12428","A839","2021-08-20",0
"12429","A841","2021-08-20",0
"12430","A842","2021-08-20",0
"12431","A843","2021-08-20",0
"12432","A844","2021-08-20",0
"12433","A845","2021-08-20",0
"12434","A850","2021-08-20",0
"12435","A851","2021-08-20",0
"12436","A852","2021-08-20",0
"12437","A853","2021-08-20",0
"12438","A855","2021-08-20",0
"12439","A856","2021-08-20",0
"12440","A858","2021-08-20",0
"12441","A859","2021-08-20",0
"12442","A995","2021-08-20",0
"12443","A997","2021-08-20",0
"12444","A999","2021-08-20",0
"12445","A001","2021-08-21",0
"12446","A002","2021-08-21",0
"12447","A003","2021-08-21",0
"12448","A005","2021-08-21",0
"12449","A007","2021-08-21",0
"12450","A008","2021-08-21",0
"12451","A009","2021-08-21",0
"12452","A010","2021-08-21",0
"12453","A011","2021-08-21",0
"12454","A012","2021-08-21",0
"12455","A013","2021-08-21",0
"12456","A014","2021-08-21",0
"12457","A015","2021-08-21",0
"12458","A016","2021-08-21",0
"12459","A017","2021-08-21",0
"12460","A018","2021-08-21",0
"12461","A019","2021-08-21",24.45
"12462","A020","2021-08-21",3.13
"12463","A021","2021-08-21",3.32
"12464","A036","2021-08-21",0
"12465","A037","2021-08-21",0
"12466","A038","2021-08-21",0
"12467","A039","2021-08-21",0
"12468","A041","2021-08-21",0
"12469","A042","2021-08-21",2.32
"12470","A043","2021-08-21",0
"12471","A044","2021-08-21",0
"12472","A046","2021-08-21",13.75
"12473","A047","2021-08-21",4.19
"12474","A048","2021-08-21",0
"12475","A049","2021-08-21",0
"12476","A051","2021-08-21",0
"12477","A053","2021-08-21",0
"12478","A054","2021-08-21",0
"12479","A056","2021-08-21",0
"12480","A057","2021-08-21",0
"12481","A059","2021-08-21",0
"12482","A060","2021-08-21",0
"12483","A061","2021-08-21",0
"12484","A062","2021-08-21",0
"12485","A063","2021-08-21",0
"12486","A064","2021-08-21",0
"12487","A065","2021-08-21",0
"12488","A066","2021-08-21",0
"12489","A067","2021-08-21",0
"12490","A068","2021-08-21",0
"12491","A069","2021-08-21",0
"12492","A070","2021-08-21",0
"12493","A071","2021-08-21",0
"12494","A073","2021-08-21",0
"12495","A074","2021-08-21",0
"12496","A075","2021-08-21",0
"12497","A076","2021-08-21",0
"12498","A077","2021-08-21",0
"12499","A078","2021-08-21",0
"12500","A079","2021-08-21",0
"12501","A080","2021-08-21",0
"12502","A081","2021-08-21",0
"12503","A082","2021-08-21",0
"12504","A083","2021-08-21",0
"12505","A084","2021-08-21",0
"12506","A095","2021-08-21",0
"12507","A098","2021-08-21",0
"12508","A099","2021-08-21",0
"12509","A170","2021-08-21",0
"12510","A190","2021-08-21",0
"12511","A192","2021-08-21",0
"12512","A193","2021-08-21",0
"12513","A194","2021-08-21",0
"12514","A195","2021-08-21",0
"12515","A196","2021-08-21",0
"12516","A209","2021-08-21",0
"12517","A225","2021-08-21",0
"12518","A227","2021-08-21",0
"12519","A230","2021-08-21",1.26
"12520","A233","2021-08-21",0
"12521","A235","2021-08-21",0
"12522","A243","2021-08-21",1.82
"12523","A244","2021-08-21",1.8
"12524","A252","2021-08-21",0
"12525","A253","2021-08-21",0
"12526","A255","2021-08-21",0
"12527","A287","2021-08-21",0
"12528","A302","2021-08-21",0
"12529","A304","2021-08-21",0
"12530","A305","2021-08-21",0
"12531","A306","2021-08-21",0
"12532","A307","2021-08-21",0
"12533","A334","2021-08-21",0
"12534","A364","2021-08-21",0
"12535","A365","2021-08-21",0
"12536","A366","2021-08-21",0
"12537","A368","2021-08-21",0
"12538","A378","2021-08-21",0
"12539","A379","2021-08-21",0
"12540","A382","2021-08-21",0
"12541","A402","2021-08-21",0
"12542","A405","2021-08-21",0
"12543","A406","2021-08-21",0
"12544","A408","2021-08-21",0
"12545","A410","2021-08-21",0
"12546","A417","2021-08-21",0
"12547","A422","2021-08-21",0
"12548","A429","2021-08-21",0
"12549","A431","2021-08-21",0
"12550","A432","2021-08-21",0
"12551","A433","2021-08-21",0
"12552","A445","2021-08-21",0
"12553","A446","2021-08-21",0
"12554","A460","2021-08-21",0
"12555","A466","2021-08-21",0
"12556","A469","2021-08-21",0
"12557","A510","2021-08-21",0
"12558","A511","2021-08-21",0
"12559","A544","2021-08-21",0
"12560","A546","2021-08-21",0
"12561","A547","2021-08-21",0
"12562","A605","2021-08-21",0
"12563","A606","2021-08-21",0
"12564","A611","2021-08-21",0
"12565","A613","2021-08-21",0
"12566","A614","2021-08-21",0
"12567","A674","2021-08-21",0
"12568","A680","2021-08-21",0
"12569","A711","2021-08-21",0
"12570","A712","2021-08-21",0
"12571","A713","2021-08-21",0
"12572","A714","2021-08-21",0
"12573","A715","2021-08-21",0
"12574","A716","2021-08-21",0
"12575","A717","2021-08-21",0
"12576","A718","2021-08-21",0
"12577","A720","2021-08-21",0
"12578","A721","2021-08-21",0
"12579","A722","2021-08-21",0
"12580","A723","2021-08-21",0
"12581","A724","2021-08-21",0
"12582","A725","2021-08-21",0
"12583","A727","2021-08-21",0
"12584","A728","2021-08-21",0
"12585","A729","2021-08-21",0
"12586","A730","2021-08-21",0
"12587","A732","2021-08-21",0
"12588","A733","2021-08-21",0
"12589","A736","2021-08-21",0
"12590","A738","2021-08-21",0
"12591","A739","2021-08-21",0
"12592","A740","2021-08-21",0
"12593","A741","2021-08-21",0
"12594","A742","2021-08-21",0
"12595","A744","2021-08-21",0
"12596","A745","2021-08-21",0
"12597","A748","2021-08-21",0
"12598","A750","2021-08-21",0
"12599","A751","2021-08-21",0
"12600","A756","2021-08-21",0
"12601","A785","2021-08-21",0
"12602","A786","2021-08-21",0
"12603","A793","2021-08-21",0
"12604","A796","2021-08-21",0
"12605","A797","2021-08-21",0
"12606","A798","2021-08-21",0
"12607","A801","2021-08-21",0
"12608","A802","2021-08-21",0
"12609","A804","2021-08-21",0
"12610","A838","2021-08-21",0
"12611","A839","2021-08-21",0
"12612","A841","2021-08-21",0
"12613","A842","2021-08-21",0
"12614","A843","2021-08-21",0
"12615","A844","2021-08-21",0
"12616","A845","2021-08-21",0
"12617","A850","2021-08-21",0
"12618","A851","2021-08-21",0
"12619","A852","2021-08-21",0
"12620","A853","2021-08-21",0
"12621","A855","2021-08-21",0
"12622","A856","2021-08-21",0
"12623","A858","2021-08-21",0
"12624","A859","2021-08-21",0
"12625","A995","2021-08-21",0
"12626","A997","2021-08-21",0
"12627","A999","2021-08-21",0
"12628","A001","2021-08-23",0
"12629","A002","2021-08-23",0
"12630","A003","2021-08-23",0
"12631","A005","2021-08-23",0
"12632","A007","2021-08-23",0
"12633","A008","2021-08-23",0
"12634","A009","2021-08-23",0
"12635","A010","2021-08-23",0
"12636","A011","2021-08-23",0
"12637","A012","2021-08-23",0
"12638","A013","2021-08-23",0
"12639","A014","2021-08-23",0
"12640","A015","2021-08-23",0
"12641","A016","2021-08-23",0
"12642","A017","2021-08-23",0
"12643","A018","2021-08-23",0
"12644","A019","2021-08-23",37.68
"12645","A020","2021-08-23",2.46
"12646","A021","2021-08-23",9.1
"12647","A036","2021-08-23",0
"12648","A037","2021-08-23",0
"12649","A038","2021-08-23",0
"12650","A039","2021-08-23",0
"12651","A041","2021-08-23",0
"12652","A042","2021-08-23",4.63
"12653","A043","2021-08-23",0
"12654","A044","2021-08-23",0
"12655","A046","2021-08-23",15.57
"12656","A047","2021-08-23",9.54
"12657","A048","2021-08-23",0
"12658","A049","2021-08-23",0
"12659","A051","2021-08-23",0
"12660","A053","2021-08-23",0
"12661","A054","2021-08-23",0
"12662","A056","2021-08-23",0
"12663","A057","2021-08-23",0
"12664","A059","2021-08-23",0
"12665","A060","2021-08-23",0
"12666","A061","2021-08-23",0
"12667","A062","2021-08-23",0
"12668","A063","2021-08-23",0
"12669","A064","2021-08-23",0
"12670","A065","2021-08-23",0
"12671","A066","2021-08-23",0
"12672","A067","2021-08-23",0
"12673","A068","2021-08-23",0
"12674","A069","2021-08-23",0
"12675","A070","2021-08-23",0
"12676","A071","2021-08-23",0
"12677","A073","2021-08-23",0
"12678","A074","2021-08-23",0
"12679","A075","2021-08-23",0
"12680","A076","2021-08-23",0
"12681","A077","2021-08-23",0
"12682","A078","2021-08-23",0
"12683","A079","2021-08-23",0
"12684","A080","2021-08-23",0
"12685","A081","2021-08-23",0
"12686","A082","2021-08-23",0
"12687","A083","2021-08-23",0
"12688","A084","2021-08-23",0
"12689","A095","2021-08-23",0
"12690","A098","2021-08-23",0
"12691","A099","2021-08-23",0
"12692","A170","2021-08-23",0
"12693","A190","2021-08-23",0
"12694","A192","2021-08-23",0
"12695","A193","2021-08-23",0
"12696","A194","2021-08-23",0
"12697","A195","2021-08-23",0
"12698","A196","2021-08-23",0
"12699","A209","2021-08-23",0
"12700","A225","2021-08-23",0
"12701","A227","2021-08-23",0
"12702","A230","2021-08-23",3.59
"12703","A233","2021-08-23",0
"12704","A235","2021-08-23",0
"12705","A243","2021-08-23",2.05
"12706","A244","2021-08-23",4.46
"12707","A252","2021-08-23",0
"12708","A253","2021-08-23",0
"12709","A255","2021-08-23",0
"12710","A287","2021-08-23",0
"12711","A302","2021-08-23",0
"12712","A304","2021-08-23",0
"12713","A305","2021-08-23",0
"12714","A306","2021-08-23",0
"12715","A307","2021-08-23",0
"12716","A334","2021-08-23",0
"12717","A364","2021-08-23",0
"12718","A365","2021-08-23",0
"12719","A366","2021-08-23",0
"12720","A368","2021-08-23",0
"12721","A378","2021-08-23",0
"12722","A379","2021-08-23",0
"12723","A382","2021-08-23",0
"12724","A402","2021-08-23",0
"12725","A405","2021-08-23",0
"12726","A406","2021-08-23",0
"12727","A408","2021-08-23",0
"12728","A410","2021-08-23",0
"12729","A417","2021-08-23",0
"12730","A422","2021-08-23",0
"12731","A429","2021-08-23",0
"12732","A431","2021-08-23",0
"12733","A432","2021-08-23",0
"12734","A433","2021-08-23",0
"12735","A445","2021-08-23",0
"12736","A446","2021-08-23",0
"12737","A460","2021-08-23",0
"12738","A466","2021-08-23",0
"12739","A469","2021-08-23",0
"12740","A510","2021-08-23",0
"12741","A511","2021-08-23",0
"12742","A544","2021-08-23",0
"12743","A546","2021-08-23",0
"12744","A547","2021-08-23",0
"12745","A605","2021-08-23",0
"12746","A606","2021-08-23",0
"12747","A611","2021-08-23",0
"12748","A613","2021-08-23",0
"12749","A614","2021-08-23",0
"12750","A674","2021-08-23",0
"12751","A680","2021-08-23",0
"12752","A711","2021-08-23",0
"12753","A712","2021-08-23",0
"12754","A713","2021-08-23",0
"12755","A714","2021-08-23",0
"12756","A715","2021-08-23",0
"12757","A716","2021-08-23",0
"12758","A717","2021-08-23",0
"12759","A718","2021-08-23",0
"12760","A720","2021-08-23",0
"12761","A721","2021-08-23",0
"12762","A722","2021-08-23",0
"12763","A723","2021-08-23",0
"12764","A724","2021-08-23",0
"12765","A725","2021-08-23",0
"12766","A727","2021-08-23",0
"12767","A728","2021-08-23",0
"12768","A729","2021-08-23",0
"12769","A730","2021-08-23",0
"12770","A732","2021-08-23",0
"12771","A733","2021-08-23",0
"12772","A736","2021-08-23",0
"12773","A738","2021-08-23",0
"12774","A739","2021-08-23",0
"12775","A740","2021-08-23",0
"12776","A741","2021-08-23",0
"12777","A742","2021-08-23",0
"12778","A744","2021-08-23",0
"12779","A745","2021-08-23",0
"12780","A748","2021-08-23",0
"12781","A750","2021-08-23",0
"12782","A751","2021-08-23",0
"12783","A756","2021-08-23",0
"12784","A785","2021-08-23",0
"12785","A786","2021-08-23",0
"12786","A793","2021-08-23",0
"12787","A796","2021-08-23",0
"12788","A797","2021-08-23",0
"12789","A798","2021-08-23",0
"12790","A801","2021-08-23",0
"12791","A802","2021-08-23",0
"12792","A804","2021-08-23",0
"12793","A838","2021-08-23",0
"12794","A839","2021-08-23",0
"12795","A841","2021-08-23",0
"12796","A842","2021-08-23",0
"12797","A843","2021-08-23",0
"12798","A844","2021-08-23",0
"12799","A845","2021-08-23",0
"12800","A850","2021-08-23",0
"12801","A851","2021-08-23",0
"12802","A852","2021-08-23",0
"12803","A853","2021-08-23",0
"12804","A855","2021-08-23",0
"12805","A856","2021-08-23",0
"12806","A858","2021-08-23",0
"12807","A859","2021-08-23",0
"12808","A995","2021-08-23",0
"12809","A997","2021-08-23",0
"12810","A999","2021-08-23",0
"12811","A001","2021-08-24",0
"12812","A002","2021-08-24",0
"12813","A003","2021-08-24",0
"12814","A005","2021-08-24",0
"12815","A007","2021-08-24",0
"12816","A008","2021-08-24",0
"12817","A009","2021-08-24",0
"12818","A010","2021-08-24",0
"12819","A011","2021-08-24",0
"12820","A012","2021-08-24",0
"12821","A013","2021-08-24",0
"12822","A014","2021-08-24",0
"12823","A015","2021-08-24",0
"12824","A016","2021-08-24",0
"12825","A017","2021-08-24",0
"12826","A018","2021-08-24",0
"12827","A019","2021-08-24",24.32
"12828","A020","2021-08-24",2.65
"12829","A021","2021-08-24",7.47
"12830","A036","2021-08-24",0
"12831","A037","2021-08-24",0
"12832","A038","2021-08-24",0
"12833","A039","2021-08-24",0
"12834","A041","2021-08-24",0
"12835","A042","2021-08-24",4.51
"12836","A043","2021-08-24",0
"12837","A044","2021-08-24",0
"12838","A046","2021-08-24",21.69
"12839","A047","2021-08-24",1.62
"12840","A048","2021-08-24",0
"12841","A049","2021-08-24",0
"12842","A051","2021-08-24",0
"12843","A053","2021-08-24",0
"12844","A054","2021-08-24",0
"12845","A056","2021-08-24",0
"12846","A057","2021-08-24",0
"12847","A059","2021-08-24",0
"12848","A060","2021-08-24",0
"12849","A061","2021-08-24",0
"12850","A062","2021-08-24",0
"12851","A063","2021-08-24",0
"12852","A064","2021-08-24",0
"12853","A065","2021-08-24",0
"12854","A066","2021-08-24",0
"12855","A067","2021-08-24",0
"12856","A068","2021-08-24",0
"12857","A069","2021-08-24",0
"12858","A070","2021-08-24",0
"12859","A071","2021-08-24",0
"12860","A073","2021-08-24",0
"12861","A074","2021-08-24",0
"12862","A075","2021-08-24",0
"12863","A076","2021-08-24",0
"12864","A077","2021-08-24",0
"12865","A078","2021-08-24",0
"12866","A079","2021-08-24",0
"12867","A080","2021-08-24",0
"12868","A081","2021-08-24",0
"12869","A082","2021-08-24",0
"12870","A083","2021-08-24",0
"12871","A084","2021-08-24",0
"12872","A095","2021-08-24",0
"12873","A098","2021-08-24",0
"12874","A099","2021-08-24",0
"12875","A170","2021-08-24",0
"12876","A190","2021-08-24",0
"12877","A192","2021-08-24",0
"12878","A193","2021-08-24",0
"12879","A194","2021-08-24",0
"12880","A195","2021-08-24",0
"12881","A196","2021-08-24",0
"12882","A209","2021-08-24",0
"12883","A225","2021-08-24",0
"12884","A227","2021-08-24",0
"12885","A230","2021-08-24",2.27
"12886","A233","2021-08-24",0
"12887","A235","2021-08-24",0
"12888","A243","2021-08-24",3.08
"12889","A244","2021-08-24",0.87
"12890","A252","2021-08-24",0
"12891","A253","2021-08-24",0
"12892","A255","2021-08-24",0
"12893","A287","2021-08-24",0
"12894","A302","2021-08-24",0
"12895","A304","2021-08-24",0
"12896","A305","2021-08-24",0
"12897","A306","2021-08-24",0
"12898","A307","2021-08-24",0
"12899","A334","2021-08-24",0
"12900","A364","2021-08-24",0
"12901","A365","2021-08-24",0
"12902","A366","2021-08-24",0
"12903","A368","2021-08-24",0
"12904","A378","2021-08-24",0
"12905","A379","2021-08-24",0
"12906","A382","2021-08-24",0
"12907","A402","2021-08-24",0
"12908","A405","2021-08-24",0
"12909","A406","2021-08-24",0
"12910","A408","2021-08-24",0
"12911","A410","2021-08-24",0
"12912","A417","2021-08-24",0
"12913","A422","2021-08-24",0
"12914","A429","2021-08-24",0
"12915","A431","2021-08-24",0
"12916","A432","2021-08-24",0
"12917","A433","2021-08-24",0
"12918","A445","2021-08-24",0
"12919","A446","2021-08-24",0
"12920","A460","2021-08-24",0
"12921","A466","2021-08-24",0
"12922","A469","2021-08-24",0
"12923","A510","2021-08-24",0
"12924","A511","2021-08-24",0
"12925","A544","2021-08-24",0
"12926","A546","2021-08-24",0
"12927","A547","2021-08-24",0
"12928","A605","2021-08-24",0
"12929","A606","2021-08-24",0
"12930","A611","2021-08-24",0
"12931","A613","2021-08-24",0
"12932","A614","2021-08-24",0
"12933","A674","2021-08-24",0
"12934","A680","2021-08-24",0
"12935","A711","2021-08-24",0
"12936","A712","2021-08-24",0
"12937","A713","2021-08-24",0
"12938","A714","2021-08-24",0
"12939","A715","2021-08-24",0
"12940","A716","2021-08-24",0
"12941","A717","2021-08-24",0
"12942","A718","2021-08-24",0
"12943","A720","2021-08-24",0
"12944","A721","2021-08-24",0
"12945","A722","2021-08-24",0
"12946","A723","2021-08-24",0
"12947","A724","2021-08-24",0
"12948","A725","2021-08-24",0
"12949","A727","2021-08-24",0
"12950","A728","2021-08-24",0
"12951","A729","2021-08-24",0
"12952","A730","2021-08-24",0
"12953","A732","2021-08-24",0
"12954","A733","2021-08-24",0
"12955","A736","2021-08-24",0
"12956","A738","2021-08-24",0
"12957","A739","2021-08-24",0
"12958","A740","2021-08-24",0
"12959","A741","2021-08-24",0
"12960","A742","2021-08-24",0
"12961","A744","2021-08-24",0
"12962","A745","2021-08-24",0
"12963","A748","2021-08-24",0
"12964","A750","2021-08-24",0
"12965","A751","2021-08-24",0
"12966","A756","2021-08-24",0
"12967","A785","2021-08-24",0
"12968","A786","2021-08-24",0
"12969","A793","2021-08-24",0
"12970","A796","2021-08-24",0
"12971","A797","2021-08-24",0
"12972","A798","2021-08-24",0
"12973","A801","2021-08-24",0
"12974","A802","2021-08-24",0
"12975","A804","2021-08-24",0
"12976","A838","2021-08-24",0
"12977","A839","2021-08-24",0
"12978","A841","2021-08-24",0
"12979","A842","2021-08-24",0
"12980","A843","2021-08-24",0
"12981","A844","2021-08-24",0
"12982","A845","2021-08-24",0
"12983","A850","2021-08-24",0
"12984","A851","2021-08-24",0
"12985","A852","2021-08-24",0
"12986","A853","2021-08-24",0
"12987","A855","2021-08-24",0
"12988","A856","2021-08-24",0
"12989","A858","2021-08-24",0
"12990","A859","2021-08-24",0
"12991","A995","2021-08-24",0
"12992","A997","2021-08-24",0
"12993","A999","2021-08-24",0
"12994","A001","2021-08-25",0
"12995","A002","2021-08-25",0
"12996","A003","2021-08-25",0
"12997","A005","2021-08-25",0
"12998","A007","2021-08-25",0
"12999","A008","2021-08-25",0
"13000","A009","2021-08-25",0
"13001","A010","2021-08-25",0
"13002","A011","2021-08-25",0
"13003","A012","2021-08-25",0
"13004","A013","2021-08-25",0
"13005","A014","2021-08-25",0
"13006","A015","2021-08-25",0
"13007","A016","2021-08-25",0
"13008","A017","2021-08-25",0
"13009","A018","2021-08-25",0
"13010","A019","2021-08-25",26.5
"13011","A020","2021-08-25",2.71
"13012","A021","2021-08-25",3.05
"13013","A036","2021-08-25",0
"13014","A037","2021-08-25",0
"13015","A038","2021-08-25",0
"13016","A039","2021-08-25",0
"13017","A041","2021-08-25",0
"13018","A042","2021-08-25",3.69
"13019","A043","2021-08-25",0
"13020","A044","2021-08-25",0
"13021","A046","2021-08-25",7.94
"13022","A047","2021-08-25",1.64
"13023","A048","2021-08-25",0
"13024","A049","2021-08-25",0
"13025","A051","2021-08-25",0
"13026","A053","2021-08-25",0
"13027","A054","2021-08-25",0
"13028","A056","2021-08-25",0
"13029","A057","2021-08-25",0
"13030","A059","2021-08-25",0
"13031","A060","2021-08-25",0
"13032","A061","2021-08-25",0
"13033","A062","2021-08-25",0
"13034","A063","2021-08-25",0
"13035","A064","2021-08-25",0
"13036","A065","2021-08-25",0
"13037","A066","2021-08-25",0
"13038","A067","2021-08-25",0
"13039","A068","2021-08-25",0
"13040","A069","2021-08-25",0
"13041","A070","2021-08-25",0
"13042","A071","2021-08-25",0
"13043","A073","2021-08-25",0
"13044","A074","2021-08-25",0
"13045","A075","2021-08-25",0
"13046","A076","2021-08-25",0
"13047","A077","2021-08-25",0
"13048","A078","2021-08-25",0
"13049","A079","2021-08-25",0
"13050","A080","2021-08-25",0
"13051","A081","2021-08-25",0
"13052","A082","2021-08-25",0
"13053","A083","2021-08-25",0
"13054","A084","2021-08-25",0
"13055","A095","2021-08-25",0
"13056","A098","2021-08-25",0
"13057","A099","2021-08-25",0
"13058","A170","2021-08-25",0
"13059","A190","2021-08-25",0
"13060","A192","2021-08-25",0
"13061","A193","2021-08-25",0
"13062","A194","2021-08-25",0
"13063","A195","2021-08-25",0
"13064","A196","2021-08-25",0
"13065","A209","2021-08-25",0
"13066","A225","2021-08-25",0
"13067","A227","2021-08-25",0
"13068","A230","2021-08-25",2.42
"13069","A233","2021-08-25",0
"13070","A235","2021-08-25",0
"13071","A243","2021-08-25",2.84
"13072","A244","2021-08-25",3.38
"13073","A252","2021-08-25",0
"13074","A253","2021-08-25",0
"13075","A255","2021-08-25",0
"13076","A287","2021-08-25",0
"13077","A302","2021-08-25",0
"13078","A304","2021-08-25",0
"13079","A305","2021-08-25",0
"13080","A306","2021-08-25",0
"13081","A307","2021-08-25",0
"13082","A334","2021-08-25",0
"13083","A364","2021-08-25",0
"13084","A365","2021-08-25",0
"13085","A366","2021-08-25",0
"13086","A368","2021-08-25",0
"13087","A378","2021-08-25",0
"13088","A379","2021-08-25",0
"13089","A382","2021-08-25",0
"13090","A402","2021-08-25",0
"13091","A405","2021-08-25",0
"13092","A406","2021-08-25",0
"13093","A408","2021-08-25",0
"13094","A410","2021-08-25",0
"13095","A417","2021-08-25",0
"13096","A422","2021-08-25",0
"13097","A429","2021-08-25",0
"13098","A431","2021-08-25",0
"13099","A432","2021-08-25",0
"13100","A433","2021-08-25",0
"13101","A445","2021-08-25",0
"13102","A446","2021-08-25",0
"13103","A460","2021-08-25",0
"13104","A466","2021-08-25",0
"13105","A469","2021-08-25",0
"13106","A510","2021-08-25",0
"13107","A511","2021-08-25",0
"13108","A544","2021-08-25",0
"13109","A546","2021-08-25",0
"13110","A547","2021-08-25",0
"13111","A605","2021-08-25",0
"13112","A606","2021-08-25",0
"13113","A611","2021-08-25",0
"13114","A613","2021-08-25",0
"13115","A614","2021-08-25",0
"13116","A674","2021-08-25",0
"13117","A680","2021-08-25",0
"13118","A711","2021-08-25",0
"13119","A712","2021-08-25",0
"13120","A713","2021-08-25",0
"13121","A714","2021-08-25",0
"13122","A715","2021-08-25",0
"13123","A716","2021-08-25",0
"13124","A717","2021-08-25",0
"13125","A718","2021-08-25",0
"13126","A720","2021-08-25",0
"13127","A721","2021-08-25",0
"13128","A722","2021-08-25",0
"13129","A723","2021-08-25",0
"13130","A724","2021-08-25",0
"13131","A725","2021-08-25",0
"13132","A727","2021-08-25",0
"13133","A728","2021-08-25",0
"13134","A729","2021-08-25",0
"13135","A730","2021-08-25",0
"13136","A732","2021-08-25",0
"13137","A733","2021-08-25",0
"13138","A736","2021-08-25",0
"13139","A738","2021-08-25",0
"13140","A739","2021-08-25",0
"13141","A740","2021-08-25",0
"13142","A741","2021-08-25",0
"13143","A742","2021-08-25",0
"13144","A744","2021-08-25",0
"13145","A745","2021-08-25",0
"13146","A748","2021-08-25",0
"13147","A750","2021-08-25",0
"13148","A751","2021-08-25",0
"13149","A756","2021-08-25",0
"13150","A785","2021-08-25",0
"13151","A786","2021-08-25",0
"13152","A793","2021-08-25",0
"13153","A796","2021-08-25",0
"13154","A797","2021-08-25",0
"13155","A798","2021-08-25",0
"13156","A801","2021-08-25",0
"13157","A802","2021-08-25",0
"13158","A804","2021-08-25",0
"13159","A838","2021-08-25",0
"13160","A839","2021-08-25",0
"13161","A841","2021-08-25",0
"13162","A842","2021-08-25",0
"13163","A843","2021-08-25",0
"13164","A844","2021-08-25",0
"13165","A845","2021-08-25",0
"13166","A850","2021-08-25",0
"13167","A851","2021-08-25",0
"13168","A852","2021-08-25",0
"13169","A853","2021-08-25",0
"13170","A855","2021-08-25",0
"13171","A856","2021-08-25",0
"13172","A858","2021-08-25",0
"13173","A859","2021-08-25",0
"13174","A995","2021-08-25",0
"13175","A997","2021-08-25",0
"13176","A999","2021-08-25",0
"13177","A001","2021-08-26",0
"13178","A002","2021-08-26",0
"13179","A003","2021-08-26",0
"13180","A005","2021-08-26",0
"13181","A007","2021-08-26",0
"13182","A008","2021-08-26",0
"13183","A009","2021-08-26",0
"13184","A010","2021-08-26",0
"13185","A011","2021-08-26",0
"13186","A012","2021-08-26",0
"13187","A013","2021-08-26",0
"13188","A014","2021-08-26",0
"13189","A015","2021-08-26",0
"13190","A016","2021-08-26",0
"13191","A017","2021-08-26",0
"13192","A018","2021-08-26",0
"13193","A019","2021-08-26",25.47
"13194","A020","2021-08-26",2.35
"13195","A021","2021-08-26",6.85
"13196","A036","2021-08-26",0
"13197","A037","2021-08-26",0
"13198","A038","2021-08-26",0
"13199","A039","2021-08-26",0
"13200","A041","2021-08-26",0
"13201","A042","2021-08-26",4.54
"13202","A043","2021-08-26",0
"13203","A044","2021-08-26",0
"13204","A046","2021-08-26",10.65
"13205","A047","2021-08-26",0
"13206","A048","2021-08-26",0
"13207","A049","2021-08-26",0
"13208","A051","2021-08-26",0
"13209","A053","2021-08-26",0
"13210","A054","2021-08-26",0
"13211","A056","2021-08-26",0
"13212","A057","2021-08-26",0
"13213","A059","2021-08-26",0
"13214","A060","2021-08-26",0
"13215","A061","2021-08-26",0
"13216","A062","2021-08-26",0
"13217","A063","2021-08-26",0
"13218","A064","2021-08-26",0
"13219","A065","2021-08-26",0
"13220","A066","2021-08-26",0
"13221","A067","2021-08-26",0
"13222","A068","2021-08-26",0
"13223","A069","2021-08-26",0
"13224","A070","2021-08-26",0
"13225","A071","2021-08-26",0
"13226","A073","2021-08-26",0
"13227","A074","2021-08-26",0
"13228","A075","2021-08-26",0
"13229","A076","2021-08-26",0
"13230","A077","2021-08-26",0
"13231","A078","2021-08-26",0
"13232","A079","2021-08-26",0
"13233","A080","2021-08-26",0
"13234","A081","2021-08-26",0
"13235","A082","2021-08-26",0
"13236","A083","2021-08-26",0
"13237","A084","2021-08-26",0
"13238","A095","2021-08-26",0
"13239","A098","2021-08-26",0
"13240","A099","2021-08-26",0
"13241","A170","2021-08-26",0
"13242","A190","2021-08-26",0
"13243","A192","2021-08-26",0
"13244","A193","2021-08-26",0
"13245","A194","2021-08-26",0
"13246","A195","2021-08-26",0
"13247","A196","2021-08-26",0
"13248","A209","2021-08-26",0
"13249","A225","2021-08-26",0
"13250","A227","2021-08-26",0
"13251","A230","2021-08-26",1.9
"13252","A233","2021-08-26",0
"13253","A235","2021-08-26",0
"13254","A243","2021-08-26",2.56
"13255","A244","2021-08-26",5.69
"13256","A252","2021-08-26",0
"13257","A253","2021-08-26",0
"13258","A255","2021-08-26",0
"13259","A287","2021-08-26",0
"13260","A302","2021-08-26",0
"13261","A304","2021-08-26",0
"13262","A305","2021-08-26",0
"13263","A306","2021-08-26",0
